country.a,statea,year,endyear,dispnum3,hiact,hostlev,fatality,victor,pb.year,same.exp,outcome
"France,Monac",220,1985,1985,2600,16,Use of force,0,0,1986,0.9054634884880425,Neither
Chad,483,1986,1987,3635,17,Use of force,NA,0,1987,0.7372269507392785,Neither
Israel,666,1986,1986,2591,16,Use of force,0,0,1987,0.9957579980620048,Neither
"France,Monac",220,1986,1987,3635,8,Display of force,NA,0,1987,0.9884958279006452,Neither
Ethiopia,530,1986,1986,2803,16,Use of force,0,0,1987,0.664041014121856,Neither
Libya,620,1986,1987,3635,17,Use of force,NA,0,1987,0.8287723641659238,Neither
Sudan,625,1986,1986,2803,0,No militarized action,0,0,1987,0.8201925401925564,Neither
Iran,630,1986,1986,2593,16,Use of force,0,0,1987,0.8274557577747783,Neither
Mozambique,541,1986,1986,2589,1,Threat to use force,0,0,1987,0.9120303352935718,Neither
Zimbabwe,552,1986,1986,2589,1,Threat to use force,0,0,1987,0.7931525123791314,Neither
Zambia,551,1986,1986,2589,1,Threat to use force,0,0,1987,0.9117732396057333,Neither
Burkina Faso,439,1986,1986,3629,17,Use of force,NA,0,1987,0.7750295192793851,Neither
Malawi,553,1986,1986,2589,0,No militarized action,0,0,1987,0.6418263079611619,Neither
Mali,432,1986,1986,3629,17,Use of force,NA,0,1987,0.8943516175968598,Neither
Nicaragua,93,1986,1988,2353,17,Use of force,NA,0,1988,0.5701241426448579,Neither
Iran,630,1986,1986,2578,16,Use of force,0,0,1987,0.8274557577747783,Neither
Fm USSR,365,1986,1986,2233,0,No militarized action,0,0,1987,0.9097628824274389,Neither
Fm USSR,365,1986,1986,3637,7,Display of force,0,0,1987,0.9097628824274389,Neither
Taiwan,713,1986,1986,2579,0,No militarized action,0,0,1987,0.9614723889865426,Neither
Nicaragua,93,1986,1986,2573,17,Use of force,0,0,1987,0.7109040494433956,Neither
USA,2,1986,1988,2353,7,Display of force,NA,0,1988,0.9884842289849901,Neither
Costa Rica,94,1986,1986,2573,17,Use of force,0,0,1987,0.9471678463310195,Neither
Honduras,91,1986,1988,2353,0,No militarized action,NA,0,1988,0.8428252351689455,Neither
Haiti,41,1986,1986,2354,0,No militarized action,0,0,1987,0.8893048214345758,Neither
Dominican Republic,42,1986,1986,2354,7,Display of force,0,0,1987,0.9023685712777106,Neither
Libya,620,1986,1986,2591,0,No militarized action,0,0,1987,0.8287723641659238,Neither
Iran,630,1986,1986,2587,2,Threat to use force,0,0,1987,0.8274557577747783,Neither
Iraq,645,1986,1986,2565,16,Use of force,0,0,1987,0.8417668751024481,Neither
Qatar,694,1986,1986,2572,14,Use of force,0,0,1987,0.96511151359824,Neither
Iraq,645,1986,1986,2595,16,Use of force,0,0,1987,0.8417668751024481,Neither
Turkey,640,1986,1986,2178,7,Display of force,0,0,1987,0.9812883642289146,Neither
Liberia,450,1986,1986,2593,0,No militarized action,0,0,1987,0.9980488758277216,Neither
USA,2,1986,1986,2578,7,Display of force,0,0,1987,0.9930605924785979,Neither
Bahrain,692,1986,1986,2587,0,No militarized action,0,0,1987,0.8880510791175706,Neither
Kuwait,690,1986,1986,2587,0,No militarized action,0,0,1987,0.44235452369789696,Neither
Kuwait,690,1986,1986,2594,0,No militarized action,0,0,1987,0.44235452369789696,Neither
Qatar,694,1986,1986,2587,0,No militarized action,0,0,1987,0.96511151359824,Neither
Saudi Arabia,670,1986,1986,2574,0,No militarized action,0,0,1987,0.8047818861720074,Neither
Saudi Arabia,670,1986,1986,2587,0,No militarized action,0,0,1987,0.8047818861720074,Neither
United Arab Emirates,696,1986,1986,2587,0,No militarized action,0,0,1987,0.8912070336087805,Neither
Turkey,640,1986,1986,2566,1,Threat to use force,0,0,1987,0.9812883642289146,Neither
Turkey,640,1986,1986,2575,0,No militarized action,0,0,1987,0.9812883642289146,Neither
UK,200,1986,1986,2596,7,Display of force,0,0,1987,0.9746867752409412,Neither
Fm USSR,365,1986,1986,2588,0,No militarized action,0,0,1987,0.9097628824274389,Neither
Bahrain,692,1986,1986,2565,0,No militarized action,0,0,1987,0.8880510791175706,Neither
Cyprus,352,1986,1986,2595,0,No militarized action,0,0,1987,0.9732772057695198,Neither
Greece,350,1986,1986,2568,0,No militarized action,0,0,1987,0.9889919171041696,Neither
Iran,630,1986,1986,2594,16,Use of force,0,0,1987,0.8274557577747783,Neither
Bahrain,692,1986,1986,2572,0,No militarized action,0,0,1987,0.8880510791175706,Neither
Iran,630,1986,1986,2574,16,Use of force,0,0,1987,0.8274557577747783,Neither
Cyprus,352,1986,1986,2178,0,No militarized action,0,0,1987,0.9732772057695198,Neither
Iran,630,1986,1986,2566,1,Threat to use force,0,0,1987,0.8274557577747783,Neither
Iran,630,1986,1986,2575,16,Use of force,0,0,1987,0.8274557577747783,Neither
Greece,350,1986,1987,2179,17,Use of force,1,0,1987,0.9889919171041696,Neither
Bulgaria,355,1986,1986,2601,0,No militarized action,0,0,1987,0.956893110807801,Neither
India,750,1986,1986,3626,16,Use of force,1,0,1987,0.7870607390978505,Neither
Bangladesh,771,1986,1986,3626,12,Display of force,1,0,1987,0.7757242924915746,Neither
Pakistan,770,1986,1986,2644,0,No militarized action,0,0,1987,0.9415925754149634,Neither
China,710,1986,1987,2315,0,No militarized action,0,0,1987,0.9882242712531184,Neither
Korea D P Rp,731,1986,1986,2198,17,Use of force,0,0,1987,0.3018223482940313,Neither
India,750,1986,1986,2644,16,Use of force,0,0,1987,0.7870607390978505,Neither
Argentina,160,1986,1986,2579,16,Use of force,0,0,1987,0.9189850308929839,Neither
Korea Rep.,732,1986,1987,2315,15,Use of force,0,0,1987,0.9840915595537076,Neither
Fm USSR,365,1986,1986,2718,17,Use of force,1,0,1987,0.9097628824274389,Neither
Korea Rep.,732,1986,1986,2198,17,Use of force,0,0,1987,0.9840915595537076,Neither
Iraq,645,1986,1986,2568,16,Use of force,0,0,1987,0.8417668751024481,Neither
Turkey,640,1986,1987,2179,17,Use of force,1,0,1987,0.9812883642289146,Neither
UK,200,1986,1986,2598,0,No militarized action,0,0,1987,0.9746867752409412,Neither
Iran,630,1986,1986,2596,16,Use of force,0,0,1987,0.8274557577747783,Neither
Spain,230,1986,1986,2598,7,Display of force,0,0,1987,0.9849097636038588,Neither
Turkey,640,1986,1986,2601,15,Use of force,0,0,1987,0.9812883642289146,Neither
USA,2,1986,1986,2233,7,Display of force,0,0,1987,0.9930605924785979,Neither
USA,2,1986,1986,3637,0,No militarized action,0,0,1987,0.9930605924785979,Neither
Iran,630,1986,1986,2588,16,Use of force,0,0,1987,0.8274557577747783,Neither
China,710,1986,1986,2718,17,Use of force,1,0,1987,0.9882242712531184,Neither
Mauritania,435,1987,1987,2809,7,Display of force,0,0,1988,0.9307852580530671,Neither
Ethiopia,530,1987,1987,2802,17,Use of force,NA,0,1988,0.8595265049966124,Neither
Nigeria,475,1987,1987,2807,0,No militarized action,0,0,1988,0.8531999059539487,Neither
Dem.Rp.Congo,490,1987,1987,2806,17,Use of force,NA,0,1988,0.8818466924592515,Neither
Congo,484,1987,1987,2806,17,Use of force,NA,0,1988,0.8429910940966641,Neither
Uganda,500,1987,1987,2805,17,Use of force,1,0,1988,0.7732978338832419,Neither
Sudan,625,1987,1987,2802,17,Use of force,NA,0,1988,0.7011826547994708,Neither
Somalia,520,1987,1987,2245,17,Use of force,2,0,1988,0.8632978532319069,Neither
Uganda,500,1987,1987,2804,17,Use of force,2,0,1988,0.7732978338832419,Neither
Iran,630,1987,1987,2808,16,Use of force,0,0,1988,0.8980144763951221,Neither
Morocco,600,1987,1987,2809,7,Display of force,0,0,1988,0.9729307027349228,Neither
Cameroon,471,1987,1987,2807,12,Display of force,0,0,1988,0.9005456629305697,Neither
Ethiopia,530,1987,1987,2245,17,Use of force,2,0,1988,0.8595265049966124,Neither
Dem.Rp.Congo,490,1987,1987,2805,17,Use of force,1,0,1988,0.8818466924592515,Neither
Kenya,501,1987,1987,2804,17,Use of force,2,0,1988,0.8878782761415416,Neither
"France,Monac",220,1987,1987,2737,0,No militarized action,0,0,1988,0.9730978601919031,Neither
Cuba,40,1987,1987,2742,0,No militarized action,0,0,1988,0.4907031179971086,Neither
Panama,95,1987,1988,2741,15,Use of force,0,0,1988,0.9979622742791582,Neither
Iran,630,1987,1988,2740,16,Use of force,NA,0,1988,0.8980144763951221,Neither
Iran,630,1987,1988,2834,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iraq,645,1987,1987,2739,16,Use of force,2,0,1988,0.8208790507317245,Neither
Venezuela,101,1987,1987,2812,16,Use of force,0,0,1988,0.9455076342164053,Neither
Colombia,100,1987,1987,2812,7,Display of force,0,0,1988,0.9393639435003214,Neither
Nicaragua,93,1987,1987,2735,17,Use of force,NA,0,1988,0.6838098540083347,Neither
Costa Rica,94,1987,1987,2735,17,Use of force,NA,0,1988,0.9035310960172198,Neither
USA,2,1987,1987,2742,7,Display of force,0,0,1988,0.9957206795868878,Neither
Haiti,41,1987,1987,2736,0,No militarized action,0,0,1988,0.9321759094010644,Neither
Dominican Republic,42,1987,1987,2736,8,Display of force,0,0,1988,0.744334174480307,Neither
USA,2,1987,1988,2741,7,Display of force,0,0,1988,0.9957206795868878,Neither
Iran,630,1987,1988,2734,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iraq,645,1987,1987,2811,16,Use of force,0,0,1988,0.8208790507317245,Neither
Iran,630,1987,1987,2793,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1987,2818,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iraq,645,1987,1988,2824,16,Use of force,0,0,1988,0.8208790507317245,Neither
Liberia,450,1987,1987,2808,0,No militarized action,0,0,1988,0.9989003584152026,Neither
USA,2,1987,1988,2740,16,Use of force,NA,0,1988,0.9957206795868878,Neither
Panama,95,1987,1988,2734,0,No militarized action,0,0,1988,0.9979622742791582,Neither
Japan,740,1987,1987,2793,0,No militarized action,0,0,1988,0.9830630443544351,Neither
Cyprus,352,1987,1987,2818,0,No militarized action,0,0,1988,0.9689257515248799,Neither
Kuwait,690,1987,1988,2797,0,No militarized action,0,0,1988,0.576138012950034,Neither
Qatar,694,1987,1987,2796,0,No militarized action,0,0,1988,0.851775586184896,Neither
Saudi Arabia,670,1987,1988,2798,8,Display of force,0,0,1988,0.7521718233782692,Neither
Turkey,640,1987,1988,2799,15,Use of force,1,0,1988,0.9813522981758462,Neither
India,750,1987,1988,2792,0,No militarized action,0,0,1988,0.954220701407814,Neither
Korea Rep.,732,1987,1987,2794,0,No militarized action,0,0,1988,0.9645333035899244,Neither
Pakistan,770,1987,1987,2791,0,No militarized action,0,0,1988,0.9176509386683268,Neither
Singapore,830,1987,1988,2789,0,No militarized action,0,0,1988,0.9777139719262335,Neither
Belgium-Lux,211,1987,1987,2814,7,Display of force,0,0,1988,0.8494365346275641,Neither
Denmark,390,1987,1988,2834,0,No militarized action,0,0,1988,0.8967536376714796,Neither
"France,Monac",220,1987,1988,2823,8,Display of force,0,0,1988,0.9730978601919031,Neither
Greece,350,1987,1988,2817,0,No militarized action,0,0,1988,0.8289984523987642,Neither
Italy,325,1987,1987,2821,7,Display of force,0,0,1988,0.9515706184409475,Neither
Netherlands,210,1987,1987,2814,7,Display of force,0,0,1988,0.9729966233672922,Neither
Spain,230,1987,1987,2822,0,No militarized action,0,0,1988,0.9518884491251002,Neither
Norway,385,1987,1988,2832,0,No militarized action,0,0,1988,0.7760847351455632,Neither
Sweden,380,1987,1987,2825,0,No militarized action,0,0,1988,0.9675295351277454,Neither
Romania,360,1987,1987,2828,0,No militarized action,0,0,1988,0.7878186157855631,Neither
Yugoslavia,345,1987,1987,2820,0,No militarized action,0,0,1988,0.0023921315004449446,Neither
Fm USSR,365,1987,1987,2826,7,Display of force,0,0,1988,0.9335516319272802,Neither
USA,2,1987,1987,2739,8,Display of force,2,0,1988,0.9957206795868878,Neither
Panama,95,1987,1987,2811,0,No militarized action,0,0,1988,0.9979622742791582,Neither
Cyprus,352,1987,1988,2824,0,No militarized action,0,0,1988,0.9689257515248799,Neither
Syria,652,1987,1987,2786,12,Display of force,0,0,1988,0.49367960335087196,Neither
Turkey,640,1987,1987,2788,0,No militarized action,0,0,1988,0.9813522981758462,Neither
Singapore,830,1987,1987,2785,0,No militarized action,0,0,1988,0.9777139719262335,Neither
Greece,350,1987,1987,2819,0,No militarized action,0,0,1988,0.8289984523987642,Neither
Norway,385,1987,1987,2833,0,No militarized action,0,0,1988,0.7760847351455632,Neither
Malta,338,1987,1987,2815,0,No militarized action,0,0,1988,0.6973158005955373,Neither
Australia,900,1987,1987,2784,0,No militarized action,0,0,1988,0.9268081187238117,Neither
Iran,630,1987,1988,2797,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1987,2796,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1988,2798,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iraq,645,1987,1987,2786,16,Use of force,0,0,1988,0.8208790507317245,Neither
Iran,630,1987,1988,2799,16,Use of force,1,0,1988,0.8980144763951221,Neither
Iraq,645,1987,1987,2788,16,Use of force,0,0,1988,0.8208790507317245,Neither
India,750,1987,1987,2779,17,Use of force,1,0,1988,0.954220701407814,Neither
Thailand,800,1987,1987,2777,0,No militarized action,0,0,1988,0.7784749069798099,Neither
Iran,630,1987,1988,2792,16,Use of force,0,0,1988,0.8980144763951221,Neither
Bangladesh,771,1987,1987,2779,17,Use of force,1,0,1988,0.8501280166994731,Neither
Iran,630,1987,1987,2794,16,Use of force,0,0,1988,0.8980144763951221,Neither
Thailand,800,1987,1988,2776,17,Use of force,3,0,1988,0.7784749069798099,Neither
Iran,630,1987,1987,2791,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1988,2789,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iraq,645,1987,1987,2785,16,Use of force,0,0,1988,0.8208790507317245,Neither
Myanmar,775,1987,1987,2777,16,Use of force,0,0,1988,0.7118201092001958,Neither
Lao P.Dem.R,812,1987,1988,2776,17,Use of force,3,0,1988,0.8603112104686136,Neither
China,710,1987,1987,2782,16,Use of force,0,0,1988,0.9655985771954394,Neither
Taiwan,713,1987,1987,2782,16,Use of force,0,0,1988,0.8903358247475883,Neither
Iran,630,1987,1987,2814,0,No militarized action,0,0,1988,0.8980144763951221,Neither
Canada,20,1987,1987,2737,1,Threat to use force,0,0,1988,0.9689625023638374,Neither
Iran,630,1987,1988,2823,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1988,2817,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iraq,645,1987,1987,2819,16,Use of force,0,0,1988,0.8208790507317245,Neither
Iran,630,1987,1987,2821,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1987,2822,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1988,2832,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iraq,645,1987,1987,2833,16,Use of force,0,0,1988,0.8208790507317245,Neither
Fm USSR,365,1987,1987,2827,7,Display of force,0,0,1988,0.9335516319272802,Neither
Iran,630,1987,1987,2825,16,Use of force,0,0,1988,0.8980144763951221,Neither
Fm USSR,365,1987,1988,2738,7,Display of force,0,0,1988,0.9335516319272802,Neither
Iraq,645,1987,1987,2815,16,Use of force,0,0,1988,0.8208790507317245,Neither
Iran,630,1987,1987,2828,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1987,2820,16,Use of force,0,0,1988,0.8980144763951221,Neither
Iran,630,1987,1987,2826,16,Use of force,0,0,1988,0.8980144763951221,Neither
Norway,385,1987,1987,2827,0,No militarized action,0,0,1988,0.7760847351455632,Neither
Sweden,380,1987,1988,2738,16,Use of force,0,0,1988,0.9675295351277454,Neither
Iraq,645,1987,1987,2784,16,Use of force,0,0,1988,0.8208790507317245,Neither
USA,2,1988,1989,2775,16,Use of force,NA,0,1989,0.9541143640800114,Neither
Ethiopia,530,1988,1988,2757,12,Display of force,0,0,1989,0.7882846836005142,Neither
Sudan,625,1988,1988,2757,0,No militarized action,0,0,1989,0.8480407971599988,Neither
Iraq,645,1988,1988,2758,16,Use of force,0,0,1989,0.8233898960173458,Neither
"France,Monac",220,1988,1988,2773,0,No militarized action,0,0,1989,0.9950545499068862,Neither
Libya,620,1988,1989,2775,7,Display of force,NA,0,1989,0.841787270839229,Neither
Iraq,645,1988,1988,2774,16,Use of force,0,0,1989,0.8233898960173458,Neither
Venezuela,101,1988,1988,2768,17,Use of force,NA,0,1989,0.7928889641210098,Neither
Colombia,100,1988,1988,2768,17,Use of force,NA,0,1989,0.9551134419963149,Neither
Panama,95,1988,1988,2770,16,Use of force,0,0,1989,0.9946390998601518,Neither
Nicaragua,93,1988,1988,2771,0,No militarized action,0,0,1989,0.3812729054702228,Neither
Honduras,91,1988,1988,2771,12,Display of force,0,0,1989,0.874279100290251,Neither
Costa Rica,94,1988,1988,2770,0,No militarized action,0,0,1989,0.8802569731104056,Neither
Iraq,645,1988,1988,2769,16,Use of force,0,0,1989,0.8233898960173458,Neither
Iran,630,1988,1988,2751,16,Use of force,0,0,1989,0.8989261462288182,Neither
Papua N.Guin,910,1988,1988,2748,15,Use of force,0,0,1989,0.9155778784763537,Neither
Iran,630,1988,1988,2772,16,Use of force,0,0,1989,0.8989261462288182,Neither
Turkey,640,1988,1988,2760,12,Display of force,1,0,1989,0.9725304591960059,Neither
Japan,740,1988,1988,2751,0,No militarized action,0,0,1989,0.9942623978590053,Neither
Bahrain,692,1988,1988,2772,0,No militarized action,0,0,1989,0.3131443682716582,Neither
United Arab Emirates,696,1988,1988,2752,0,No militarized action,0,0,1989,0.9675787216893099,Neither
Malaysia,820,1988,1988,2762,0,No militarized action,0,0,1989,0.9306014203355817,Neither
Spain,230,1988,1988,2765,0,No militarized action,0,0,1989,0.9914584103202091,Neither
Romania,360,1988,1988,2759,0,No militarized action,0,0,1989,0.5872602162493128,Neither
Liberia,450,1988,1988,2758,0,No militarized action,0,0,1989,0.9850251429116463,Neither
USA,2,1988,1988,2774,0,No militarized action,0,0,1989,0.9541143640800114,Neither
Panama,95,1988,1988,2769,0,No militarized action,0,0,1989,0.9946390998601518,Neither
Spain,230,1988,1988,2764,0,No militarized action,0,0,1989,0.9914584103202091,Neither
UK,200,1988,1988,2767,0,No militarized action,0,0,1989,0.9943162320723421,Neither
Iran,630,1988,1988,2752,16,Use of force,0,0,1989,0.8989261462288182,Neither
Cyprus,352,1988,1988,2760,0,No militarized action,1,0,1989,0.8772901509215422,Neither
Thailand,800,1988,1988,2747,0,No militarized action,0,0,1989,0.9427962339591398,Neither
Papua N.Guin,910,1988,1988,2745,0,No militarized action,NA,0,1989,0.9155778784763537,Neither
Iran,630,1988,1988,2762,16,Use of force,0,0,1989,0.8989261462288182,Neither
Philippines,840,1988,1988,2746,0,No militarized action,0,0,1989,0.9598553234854384,Neither
Malaysia,820,1988,1988,2746,15,Use of force,0,0,1989,0.9306014203355817,Neither
Myanmar,775,1988,1988,2747,15,Use of force,0,0,1989,0.7846307668653844,Neither
China,710,1988,1988,2750,0,No militarized action,0,0,1989,0.9863727291805305,Neither
Taiwan,713,1988,1988,2750,16,Use of force,0,0,1989,0.8925424495061755,Neither
Canada,20,1988,1988,2773,16,Use of force,0,0,1989,0.993891271989657,Neither
Iran,630,1988,1988,2765,16,Use of force,0,0,1989,0.8989261462288182,Neither
Iraq,645,1988,1988,2764,16,Use of force,0,0,1989,0.8233898960173458,Neither
Iraq,645,1988,1988,2767,16,Use of force,0,0,1989,0.8233898960173458,Neither
Iran,630,1988,1988,2759,16,Use of force,0,0,1989,0.8989261462288182,Neither
Japan,740,1988,1988,2748,0,No militarized action,0,0,1989,0.9942623978590053,Neither
Indonesia,850,1988,1988,2745,16,Use of force,NA,0,1989,0.9004860724026463,Neither
Uganda,500,1989,1990,3912,17,Use of force,1,0,1990,0.7651986895070251,Neither
Israel,666,1989,1989,3915,0,No militarized action,0,0,1990,0.9931537757573345,Neither
Somalia,520,1989,1989,3913,16,Use of force,0,0,1990,0.4382477478360044,Neither
Uganda,500,1989,1989,3911,17,Use of force,2,0,1990,0.7651986895070251,Neither
Senegal,433,1989,1989,3910,7,Display of force,0,0,1990,0.9260001439451854,Neither
Senegal,433,1989,1990,3953,17,Use of force,2,0,1990,0.9260001439451854,Neither
Mauritania,435,1989,1989,3910,16,Use of force,0,0,1990,0.9287115241097308,Neither
Mauritania,435,1989,1990,3953,17,Use of force,2,0,1990,0.9287115241097308,Neither
Kenya,501,1989,1989,3913,1,Threat to use force,0,0,1990,0.7289652078227472,Neither
Sudan,625,1989,1990,3912,17,Use of force,1,0,1990,0.782581198807102,Neither
Kenya,501,1989,1989,3911,17,Use of force,2,0,1990,0.7289652078227472,Neither
USA,2,1989,1989,3900,0,No militarized action,0,0,1990,0.9947332467366605,Neither
Canada,20,1989,1989,3900,16,Use of force,0,0,1990,0.9911946804064045,Neither
Honduras,91,1989,1989,3904,17,Use of force,1,0,1990,0.8032266959965166,Neither
El Salvador,92,1989,1989,3904,17,Use of force,1,0,1990,0.8444957792442811,Neither
Nicaragua,93,1989,1989,3905,16,Use of force,1,0,1990,0.8935114049766392,Neither
Honduras,91,1989,1989,3905,16,Use of force,1,0,1990,0.8032266959965166,Neither
Egypt,651,1989,1989,3915,16,Use of force,0,0,1990,0.9101926339190644,Neither
Iraq,645,1989,1989,3914,17,Use of force,1,0,1990,0.875135015679103,Neither
Iraq,645,1989,1989,3921,17,Use of force,0,0,1990,0.875135015679103,Neither
Iran,630,1989,1989,3914,17,Use of force,1,0,1990,0.8466744508528552,Neither
Iran,630,1989,1989,3921,17,Use of force,0,0,1990,0.8466744508528552,Neither
"France,Monac",220,1989,1990,3907,7,Display of force,0,0,1990,0.9953655863102595,Neither
Turkey,640,1989,1989,3922,0,No militarized action,0,0,1990,0.9724303615808646,Neither
Malta,338,1989,1989,3908,0,No militarized action,0,0,1990,0.9696717891604895,Neither
Syria,652,1989,1989,3922,16,Use of force,0,0,1990,0.8961109227515645,Neither
Greece,350,1989,1989,3909,8,Display of force,0,0,1990,0.9412297409714097,Neither
Pakistan,770,1989,1989,3916,7,Display of force,0,0,1990,0.9350014636550098,Neither
Thailand,800,1989,1989,3919,0,No militarized action,0,0,1990,0.9629342459492266,Neither
India,750,1989,1989,3918,17,Use of force,0,0,1990,0.9509570898848491,Neither
Sri Lanka,780,1989,1989,3918,17,Use of force,0,0,1990,0.8833914780168698,Neither
Korea D P Rp,731,1989,1989,3917,15,Use of force,0,0,1990,0.9148695470343006,Neither
Afghanistan,700,1989,1989,3916,16,Use of force,0,0,1990,0.9662143386366263,Neither
Myanmar,775,1989,1989,3919,16,Use of force,0,0,1990,0.7059172710040642,Neither
Korea Rep.,732,1989,1989,3917,0,No militarized action,0,0,1990,0.9819078875337435,Neither
Lebanon,660,1989,1990,3907,0,No militarized action,0,0,1990,0.9247295272304344,Neither
Turkey,640,1989,1989,3909,7,Display of force,0,0,1990,0.9724303615808646,Neither
Syria,652,1989,1989,3908,16,Use of force,0,0,1990,0.8961109227515645,Neither
Zambia,551,1990,1990,3955,0,No militarized action,0,0,1991,0.7771002546840362,Neither
Liberia,450,1990,1990,3954,1,Threat to use force,0,0,1991,0.9989469137232659,Neither
Cote Divoire,437,1990,1990,3954,0,No militarized action,0,0,1991,0.42811988106783944,Neither
Senegal,433,1990,1990,3952,15,Use of force,1,0,1991,0.8992292750011525,Neither
GuineaBissau,404,1990,1990,3952,16,Use of force,1,0,1991,0.8584793910399974,Neither
Dem.Rp.Congo,490,1990,1990,3955,16,Use of force,0,0,1991,0.7990438243255902,Neither
Cuba,40,1990,1990,3950,10,Display of force,0,0,1991,0.48003892650091956,Neither
USA,2,1990,1990,3950,16,Use of force,0,0,1991,0.996038636129927,Neither
Iraq,645,1990,1991,3956,16,Use of force,0,0,1991,0.5214942908615408,Neither
Jordan,663,1990,1991,3958,17,Use of force,1,0,1991,0.4556153939903796,Neither
Israel,666,1990,1991,3956,8,Display of force,0,0,1991,0.9894863209918869,Neither
Israel,666,1990,1991,3958,17,Use of force,1,0,1991,0.9894863209918869,Neither
Thailand,800,1990,1990,3960,17,Use of force,1,0,1991,0.9449049671495199,Neither
Pakistan,770,1990,1990,3959,17,Use of force,1,0,1991,0.8890390499916797,Neither
Papua N.Guin,910,1990,1990,3961,0,No militarized action,0,0,1991,0.8787615360937266,Neither
India,750,1990,1990,3959,17,Use of force,1,0,1991,0.9878312947131274,Neither
Myanmar,775,1990,1990,3960,17,Use of force,1,0,1991,0.8601385108845544,Neither
"France,Monac",220,1990,1990,3951,16,Use of force,0,0,1991,0.9935431538358696,Neither
Korea D P Rp,731,1990,1990,3951,0,No militarized action,0,0,1991,0.8656944793137622,Neither
Indonesia,850,1990,1990,3961,16,Use of force,0,0,1991,0.9515964173160639,Neither
Sudan,625,1991,1991,3970,0,No militarized action,0,0,1992,0.42553246236397224,Neither
Belgium-Lux,211,1991,1991,3975,7,Display of force,0,0,1992,0.995909793823335,Neither
"France,Monac",220,1991,1991,3975,7,Display of force,0,0,1992,0.992033157290498,Neither
Sierra Leone,451,1991,1991,3978,14,Use of force,0,0,1992,0.832709463414081,Neither
Liberia,450,1991,1991,3978,0,No militarized action,0,0,1992,0.9978604556948197,Neither
USA,2,1991,1991,3972,15,Use of force,0,0,1992,0.9977213789354655,Neither
Canada,20,1991,1991,3972,0,No militarized action,0,0,1992,0.9955197066588733,Neither
Iran,630,1991,1991,3973,16,Use of force,0,0,1992,0.931454171098909,Neither
Iraq,645,1991,1991,3974,16,Use of force,NA,0,1992,0.5868915036201757,Neither
Peru,135,1991,1991,3987,12,Display of force,0,0,1992,0.8867737040626413,Neither
Ecuador,130,1991,1991,3987,7,Display of force,0,0,1992,0.6385587520835779,Neither
Honduras,91,1991,1991,3988,16,Use of force,0,0,1992,0.8985933357447092,Neither
Iraq,645,1991,1991,3981,0,No militarized action,0,0,1992,0.5868915036201757,Neither
Iraq,645,1991,1991,3971,1,Threat to use force,0,0,1992,0.5868915036201757,Neither
USA,2,1991,1991,3973,16,Use of force,0,0,1992,0.9977213789354655,Neither
Iraq,645,1991,1991,3982,15,Use of force,0,0,1992,0.5868915036201757,Neither
Iraq,645,1991,1991,3980,0,No militarized action,0,0,1992,0.5868915036201757,Neither
Myanmar,775,1991,1991,3986,16,Use of force,1,0,1992,0.8724952266642846,Neither
Bangladesh,771,1991,1991,3986,7,Display of force,1,0,1992,0.9554237114398975,Neither
Pakistan,770,1991,1991,3985,17,Use of force,NA,0,1992,0.9408030857512277,Neither
Korea D P Rp,731,1991,1991,3984,0,No militarized action,0,0,1992,0.84876614774597,Neither
India,750,1991,1991,3985,17,Use of force,NA,0,1992,0.978213962074345,Neither
China,710,1991,1991,3983,0,No militarized action,0,0,1992,0.9751437792973949,Neither
Taiwan,713,1991,1991,3983,8,Display of force,0,0,1992,0.9757490335757748,Neither
Korea Rep.,732,1991,1991,3984,8,Display of force,0,0,1992,0.9901448727181473,Neither
Dem.Rp.Congo,490,1991,1991,3975,0,No militarized action,0,0,1992,0.7046213196430352,Neither
Yugoslavia,345,1991,1991,3976,12,Display of force,0,0,1992,0.037670938947711195,Neither
Yugoslavia,345,1991,1991,3977,12,Display of force,0,0,1992,0.037670938947711195,Neither
Austria,305,1991,1991,3976,7,Display of force,0,0,1992,0.9967032737436509,Neither
Hungary,310,1991,1991,3977,7,Display of force,0,0,1992,0.8487395255948986,Neither
Egypt,651,1991,1991,3970,7,Display of force,0,0,1992,0.8779227207568431,Neither
Nicaragua,93,1991,1991,3988,16,Use of force,0,0,1992,0.3587533439017844,Neither
Uganda,500,1991,1991,3979,17,Use of force,NA,0,1992,0.7987689438848322,Neither
